rule_id,entity_id,entity_origin,target_origin,compound_name,synonyms,compound_class,subclass,formula,exact_mass,ion_mode,adduct,reported_precursor_mz,reported_fragments,reported_neutral_losses,literature_status,derivation_id,evidence_ids,review_status,review_note
cmp_a6cdd2a4c916ef,entity_a6cdd2a4c916eff1,reported,reported,Dehydrated-protop anaxatriol+Malonyl,,ginsenoside,,C51H82O21,1030.53485965383,negative,[M-H]-,1029.5279,943.5275;781.4807;943.53;781.4759,,reported,,chunk_38b4a3259ed1cee22f8b;chunk_88e8e2b26c7dc04926aa;claim_struct_edb135c3526e3e1d,candidate,Structured compound record mined from local corpus text.
cmp_abbd99f5c92bb6,entity_abbd99f5c92bb648,reported,reported,Ginsenoside Ra4 isomer,,ginsenoside,,C62H102O27,1278.66084801585,negative,[M-H]-,1277.6522,1209.6308;1077.5751;945.5579;783.4861;1209.627;1077.5861;945.5403;783.4887;1077.5958;945.5408;783.4843,,reported,,chunk_feee487d444e0c460ebf;chunk_51e6f38ccbff175393ef;chunk_a09b83ec35fcbdd263b0;claim_struct_a86c537847abdafd,candidate,Structured compound record mined from local corpus text.
cmp_46f7872b4f9d62,entity_46f7872b4f9d6261,reported,reported,Di-malonyl-ginseno side Rd,,ginsenoside,,C54H85O24,1117.54307860923,negative,[M-H]-,1117.5427,945.5416;783.4908;621.4375;459.3872,,reported,,chunk_c2ab41f00d09b15ff5ee,candidate,Structured compound record mined from local corpus text.
cmp_8b1a6b284aaa9c,entity_8b1a6b284aaa9c95,reported,reported,Pseudo-ginsenoside isomer/Chikusetsus,,ginsenoside,,C47H74O18,926.48751553728,negative,[M-H]-,925.4801,793.4344;731.4366,,reported,,chunk_fc3fc7bf14bd308e8773,candidate,Structured compound record mined from local corpus text.
cmp_3d3aaab0904ed9,entity_3d3aaab0904ed991,reported,reported,Dehydrated-protop anaxatriol+2Glc+Ac etyl Glc,,ginsenoside,,C50H82O19,986.54503041469,negative,[M-H]-,985.5359,943.5255;781.4734;619.4212;457.3695,,reported,,chunk_1a9c74f9d4969dc6ae23,candidate,Structured compound record mined from local corpus text.
cmp_0c2e214baa8422,entity_0c2e214baa8422b0,reported,reported,Ginsenoside Rh7,,ginsenoside,,C36H60O9,636.42373350993,negative,[M-H]-,681.4221,473.3669,,reported,,chunk_f2cd48eb184490766ebe,candidate,Structured compound record mined from local corpus text.
cmp_dddd63822668f2,entity_dddd63822668f284,reported,reported,Protopanaxadiol+R,,ginsenoside,,C53H88O23,1092.57163908635,negative,[M-H]-,1091.5622,945.5419,,reported,,chunk_e6d5201588cd394abe1e,candidate,Structured compound record mined from local corpus text.
cmp_0872f7980baff5,entity_0872f7980baff56a,reported,reported,Dehydrated-protop anaxatriol+Xyl/Ara+,,ginsenoside,,C47H78O17,914.52390104663,negative,[M-H]-,913.5122,781.4792;619.4233,,reported,,chunk_88e8e2b26c7dc04926aa,candidate,Structured compound record mined from local corpus text.
cmp_ac7706b8afc46d,entity_ac7706b8afc46d00,reported,reported,Vina-ginsenoside isomer,,ginsenoside,,C47H80O17,916.5395511110901,negative,[M-H]-,915.532,621.4365;459.3826,,reported,,chunk_9536b3316a46b2dee1a9,candidate,Structured compound record mined from local corpus text.
cmp_652a50082062d9,entity_652a50082062d916,reported,reported,(E)-but-2-enoyl-gins enoside Rc,,ginsenoside,,C58H96O25,1192.62406858333,negative,[M-H]-,1191.6167,945.5418;783.4931;621.437,,reported,,chunk_df9e2664ab1b7a1137b6,candidate,Structured compound record mined from local corpus text.
cmp_edfc25c04e60c6,entity_edfc25c04e60c604,reported,reported,Ginsenoside Rdisomer,,ginsenoside,,C48H82O18,946.5501157951201,negative,[M-H]-,945.5445,783.4898;621.4384;783.4854;621.434;459.381;783.4922;621.4371;459.3831,,reported,,chunk_41c2d297065343eb9408;chunk_a09b83ec35fcbdd263b0;claim_struct_6b77b4d277eff0a1;chunk_e850675552db76b29ee9;claim_struct_7e424ae75ff2fc1c,candidate,Structured compound record mined from local corpus text.
cmp_9c0800233bd03d,entity_9c0800233bd03da8,reported,reported,Ginsenoside Romethyl ester,,ginsenoside,,C49H78O19,970.51373028577,negative,[M-H]-,969.5058,807.4536;645.4028;455.3528,,reported,,chunk_b2c4498f6ac24d8852c2,candidate,Structured compound record mined from local corpus text.
cmp_890dc0b9ebda9a,entity_890dc0b9ebda9a17,reported,reported,Malonyl isomer,,ginsenoside,,C50H82O20,1002.53994503426,negative,[M-H]-,1001.5319,915.5311;783.4914;621.4337;459.3815,,reported,,chunk_b2c4498f6ac24d8852c2,candidate,Structured compound record mined from local corpus text.
cmp_bb22b35e291abb,entity_bb22b35e291abb9f,reported,reported,(E)-but-2-enoyl-gins enoside Rb2 isomer/(E)-but-2-en oyl-ginsenoside Rb3 isomer/(E)-but-2-en,,ginsenoside,,C58H96O25,1192.62406858333,negative,[M-H]-,1191.6171,1077.5836;945.5418;783.4931,,reported,,chunk_6d93132c5b47670b374f,candidate,Structured compound record mined from local corpus text.
cmp_be124603c16025,entity_be124603c16025c9,reported,reported,Zingibroside R1 isomer,,ginsenoside,,C42H66O14,794.44525680116,negative,[M-H]-,793.4387,631.3829;569.3837;455.3611;631.3881;569.3845;455.3521;631.3796;613.3732;569.3779;455.3522;631.3908;613.3768;455.3523;631.3843;613.3739;569.3808;455.3543,,reported,,chunk_e402f9f031ae29159ebf;chunk_4b012876ea4bcc012be5;claim_struct_b4ab82e4f2960a81;chunk_95f9f0c8cef7f2db7ca5;claim_struct_a7a0834765f11bbb;chunk_dd909ee5a09e72102d67;claim_struct_4655167e8d0affb6;chunk_37855f83a8342db43dbe;claim_struct_add1810eb194f6b7,candidate,Structured compound record mined from local corpus text.
cmp_bd71f096c8ea62,entity_bd71f096c8ea628e,reported,reported,(E)-but-2-enoyl-gins enoside Rb2,,ginsenoside,,C58H96O25,1192.62406858333,negative,[M-H]-,1191.6162,945.5433;783.4919;621.4395;459.3864,,reported,,chunk_0e81b0db44c72655a372,candidate,Structured compound record mined from local corpus text.
cmp_e1c340684fb90c,entity_e1c340684fb90c61,reported,reported,Gypenoside IX,,ginsenoside,,C47H80O17,916.5395511110901,negative,[M-H]-,915.5327,783.4889;621.4374;459.3845,,reported,,chunk_bfa15bc39fdc8146ca2c,candidate,Structured compound record mined from local corpus text.
cmp_2ff6f6c9af7e88,entity_2ff6f6c9af7e8897,reported,reported,(E)-but-2-enoyl-gins enoside Rb2 isomer/(E)-but-2-en oyl-ginsenoside Rb3 isomer/(E)-but-2-en oyl-ginsenoside Rcisomer,,ginsenoside,,C58H96O25,1192.62406858333,negative,[M-H]-,1191.6171,945.5412;783.494;621.438;945.5501;783.4906;621.4371,,reported,,chunk_a962891d57892bcb4884;chunk_4dfef18e15588a09f7b9;claim_struct_1904ba41f81cf089,candidate,Structured compound record mined from local corpus text.
cmp_6c0e38656f5b52,entity_6c0e38656f5b5294,reported,reported,Malonyl-vina-ginse noside R16 isomer,,ginsenoside,,C50H82O20,1002.53994503426,negative,[M-H]-,1001.5319,915.5315;783.4921;621.4342;459.3807;915.5377;783.4985;621.4335;459.3814,,reported,,chunk_80bfa2896df4fa2a9e7a;chunk_9fc4fbb94f5978da5fa7;claim_struct_8df15b31e3a0db02,candidate,Structured compound record mined from local corpus text.
cmp_c6fdeff8051587,entity_c6fdeff8051587ec,reported,reported,Notoginsenoside Fe,,ginsenoside,,C47H80O17,916.5395511110901,negative,[M-H]-,915.5322,783.4983;621.4363;459.3858,,reported,,chunk_9c6ba1d3aa4dfe562857,candidate,Structured compound record mined from local corpus text.
cmp_60b7f7863b70c7,entity_60b7f7863b70c7ac,reported,reported,(E)-But-2-enoyl ginsenoside Rd,,ginsenoside,,C52H86O19,1014.57633054361,negative,[M-H]-,1013.5674,945.533;783.4898;621.4398;459.385;783.4913;459.3881;945.5403;783.4888;621.4343;459.3857;945.5543;783.4907;621.4354;459.3846,,reported,,chunk_b5b396dd28db00950a9e;chunk_d6962a0f130e4ea6a175;claim_struct_89c9981afe652af4;chunk_441cb21f8494a5e0c20e;claim_struct_bc16d1d1dbbd3935;chunk_0481201ed609cb07d833;claim_struct_85cf3ca0b4c5618b,candidate,Structured compound record mined from local corpus text.
cmp_c36968fea37ad0,entity_c36968fea37ad093,reported,reported,Malonyl-vina-ginse noside R16,,ginsenoside,,C50H82O20,1002.53994503426,negative,[M-H]-,1001.5322,915.5314;783.491;621.4372;459.3824,,reported,,chunk_fe4a6da510a3cc449342,candidate,Structured compound record mined from local corpus text.
cmp_af08e122621f88,entity_af08e122621f8819,reported,reported,(E)-but-2-enoyl-gins enoside Rb3,,ginsenoside,,C58H96O25,1192.62406858333,negative,[M-H]-,1191.6167,945.5385;783.4932;621.4421,,reported,,chunk_fe4a6da510a3cc449342,candidate,Structured compound record mined from local corpus text.
cmp_7afce767c270d6,entity_7afce767c270d60f,reported,reported,Ginsenoside Rh8,,ginsenoside,,C36H60O9,636.42373350993,negative,[M-H]-,681.4217,473.3655,,reported,,chunk_c172023bd1f1f4072366,candidate,Structured compound record mined from local corpus text.
cmp_616e3ba2e69000,entity_616e3ba2e69000c3,reported,reported,Gypenoside IXisomer/,,ginsenoside,,C47H80O17,916.5395511110901,negative,[M-H]-,915.5327,783.4981;621.4362,,reported,,chunk_c4c9fa68428f6a783677,candidate,Structured compound record mined from local corpus text.
cmp_1ee73a019ee629,entity_1ee73a019ee62975,reported,reported,(E)-but-2-enoyl-gins enoside Rb2 isomer/(E)-but-2-en,,ginsenoside,,C58H96O25,1192.62406858333,negative,[M-H]-,1191.6168,945.5497,,reported,,chunk_7dbb22095e8331fe3ab2,candidate,Structured compound record mined from local corpus text.
cmp_d9d6dcf29578f8,entity_d9d6dcf29578f861,reported,reported,Diacetyl-vina-ginse noside R16,,ginsenoside,,C51H84O19,1000.5606804791499,negative,[M-H]-,999.5533,915.526;783.4859;621.4383;459.3867;915.5387;783.4864;621.4387,,reported,,chunk_b905ca27f5c1db92d79b;chunk_dc78bce4615783ce935b;claim_struct_5a73438a4918a370,candidate,Structured compound record mined from local corpus text.
cmp_ce5b121b0fce20,entity_ce5b121b0fce2040,reported,reported,Ginsenoside Rg6,,ginsenoside,,C42H70O12,766.48672769094,negative,[M-H]-,765.4795,619.4229;457.3707,,reported,,chunk_95f9f0c8cef7f2db7ca5;chunk_70e59f6904006aea5e47,candidate,Structured compound record mined from local corpus text.
cmp_3e3fed48da237a,entity_3e3fed48da237a0a,reported,reported,(E)-but-2-enoyl-gins,,ginsenoside,,C58H96O25,1192.62406858333,negative,[M-H]-,1191.6167,945.5428,,reported,,chunk_4932fc417af156cc9ee6,candidate,Structured compound record mined from local corpus text.
cmp_16ef09efd21cef,entity_16ef09efd21cef38,reported,reported,Ginsenoside F4,,ginsenoside,,C42H70O12,766.48672769094,negative,[M-H]-,765.4793,619.4216;457.3697,,reported,,chunk_441cb21f8494a5e0c20e,candidate,Structured compound record mined from local corpus text.
cmp_cdbf2a92621063,entity_cdbf2a926210631d,reported,reported,Acetyl-vina-ginseno,,ginsenoside,,C49H82O18,958.5501157951201,negative,[M-H]-,957.5411,915.5229,,reported,,chunk_46efbd07890aa5ac3a7f,candidate,Structured compound record mined from local corpus text.
cmp_1347846343382b,entity_1347846343382be1,reported,reported,Acetyl-vina-ginseno side R16,,ginsenoside,,C49H82O18,958.5501157951201,negative,[M-H]-,957.5415,915.5327;783.4895;915.5284;783.4954;621.4387,,reported,,chunk_3eef6471b6cdf081af4a;chunk_8e3994ffa45c83dc56d6;claim_struct_231984737a65c4d1,candidate,Structured compound record mined from local corpus text.
cmp_4430273f6439a5,entity_4430273f6439a578,reported,reported,(E)-But-2-enoyl-pse udoginsenoside RC1,,ginsenoside,,C54H88O20,1056.58689522764,negative,[M-H]-,1055.5774,945.5427;783.4982;621.4403,,reported,,chunk_e850675552db76b29ee9,candidate,Structured compound record mined from local corpus text.
cmp_b07f554d887b8a,entity_b07f554d887b8a7b,reported,reported,Acetyl-chikusetsusa ponin IVa,,ginsenoside,,C44H68O15,836.45582148519,negative,[M-H]-,835.4499,793.4344;631.3805;613.3746;455.3546,,reported,,chunk_dd909ee5a09e72102d67,candidate,Structured compound record mined from local corpus text.
cmp_8f61c40c974c0a,entity_8f61c40c974c0a01,reported,reported,Dehydrated-protop anaxatriol+2Glc,,ginsenoside,,C42H70O13,782.48164231051,negative,[M-H]-,827.4807,619.4224;457.3675;619.4156;457.3686;619.4288;457.3708,,reported,,chunk_8e3994ffa45c83dc56d6;chunk_37855f83a8342db43dbe;claim_struct_4ff22bf7e0eba826;chunk_987ee19feda74f49d5ba;claim_struct_2c971293aee31ef0,candidate,Structured compound record mined from local corpus text.
cmp_6baa4c90ea126f,entity_6baa4c90ea126f73,reported,reported,Ginsenosid e MC,,ginsenoside,,C41H70O12,754.48672769094,negative,[M-H]-,753.4787,621.4398;459.3819,,reported,,chunk_5841c168bd2ba0ca31fe,candidate,Structured compound record mined from local corpus text.
cmp_b951fde5069396,entity_b951fde506939629,reported,reported,Polyacetyleneginsen oside-Ro isomer,,ginsenoside,,C65H100O21,1216.67571023397,negative,[M-H]-,1215.6666,955.4909;793.4325;731.4387;613.363;955.4936;793.4349;731.4348;613.3741;955.4894;793.4391;455.3493,,reported,,chunk_bab331e46f20ebf60a25;chunk_987ee19feda74f49d5ba;claim_struct_ee39df8ccf7d54fa;chunk_f27ee7e99dc5afeda6a1;claim_struct_1a7bd16fac9e05f0,candidate,Structured compound record mined from local corpus text.
cmp_858038c46a698a,entity_858038c46a698ad1,reported,reported,Polyacetyleneginsen oside-Ro,,ginsenoside,,C65H100O21,1216.67571023397,negative,[M-H]-,1215.6685,955.4891;793.4378;731.4383;613.3792,,reported,,chunk_987ee19feda74f49d5ba,candidate,Structured compound record mined from local corpus text.
cmp_55265b554cd10c,entity_55265b554cd10c5a,reported,reported,Ginsenoside Compo und K,,ginsenoside,,C36H62O8,622.44446895482,negative,[M-H]-,621.436,459.3872,,reported,,chunk_7d3f2fcc9534f0fbce6c,candidate,Structured compound record mined from local corpus text.
cmp_6c44dd5adc674c,entity_6c44dd5adc674cd5,reported,reported,Ginsenoside Rk1,,ginsenoside,,C42H70O12,766.48672769094,negative,[M-H]-,765.4795,603.4263;441.3346,,reported,,chunk_7d3f2fcc9534f0fbce6c,candidate,Structured compound record mined from local corpus text.
cmp_7de542b5964203,entity_7de542b596420380,reported,reported,Ginsenoside Rg5,,ginsenoside,,C42H70O12,766.48672769094,negative,[M-H]-,765.4798,603.4271;441.3354,,reported,,chunk_fd890ca0e95c605dce18;chunk_70e59f6904006aea5e47,candidate,Structured compound record mined from local corpus text.
cmp_39a2c51fac0093,entity_39a2c51fac009303,reported,reported,20(S)-Ginsenoside,,ginsenoside,,C36H62O8,622.44446895482,negative,[M-H]-,621.4361,459.3809,,reported,,chunk_fd890ca0e95c605dce18,candidate,Structured compound record mined from local corpus text.
cmp_dc8d83dacc43f8,entity_dc8d83dacc43f8fb,reported,reported,20(R)-Ginsenoside,,ginsenoside,,C36H62O8,622.44446895482,negative,[M-H]-,621.4365,459.387,,reported,,chunk_fd890ca0e95c605dce18,candidate,Structured compound record mined from local corpus text.
cmp_ade780c9dac8b6,entity_ade780c9dac8b627,reported,reported,Panajaponol A/isomer,,ginsenoside,,C42H72O15,816.48712161411,,,,635.423;491.3715;655.4458;491.3729;841.4982;799.4874;781.4768;679.4427;799.4887;637.4224;961.5277;799.4742;635.4399;491.3707;491.37;799.4883;679.4424;1077.5883;1059.5782;945.5323,,reported,,chunk_f20a11e76fa7e52ad755;chunk_3766ed9524e52b387614;chunk_366c1449be21d105cbc0;chunk_acc6e934be5d2cae972b;chunk_87688eaf9dbad6145ade;chunk_7ecf702e80336967ad61;chunk_6a3d86d6f67cd2f2aa4b,candidate,Structured compound record mined from local corpus text.
cmp_bde5084c22e1c2,entity_bde5084c22e1c229,reported,reported,20-S-Rf3/ isomer,,ginsenoside,,C50H84O19,988.5606804791499,,,,493.3921;961.546;493.3895;945.5459;927.5299;799.4982;781.4555;637.4408;475.3925;987.5545,,reported,,chunk_8de719bda7251a09ccf9;chunk_76a7adc4c6b2879a2f7d,candidate,Structured compound record mined from local corpus text.
cmp_a01652220c4532,entity_a01652220c453244,reported,reported,6-acetyl ginsenoside-Rg3/isomer,,ginsenoside,,C50H84O20,1004.55559509872,,,,799.4966;637.4406;961.5477;799.4829;637.448;475.3933;961.5396;799.4832;637.4175;475.3772,,reported,,chunk_8de719bda7251a09ccf9;chunk_2e830dfc5f37d7d1c143;chunk_84cdcf85468c773b790a,candidate,Structured compound record mined from local corpus text.
cmp_3892e6104f421c,entity_3892e6104f421c8f,reported,reported,noto-Rt/isomer,,ginsenoside,,C44H74O15,842.50277167857,,,,679.4414;637.4319;619.4212;475.3776;475.3849;945.5413;927.5322;799.4837;783.4981;637.4381;619.4221;475.3735;655.4481;637.4333;475.3784;799.4871;637.4433;475.3696;799.4904;781.4655;637.432;475.3926;1077.5891;1059.5795;945.5502;679.4316;637.4337;619.4211;475.3762;781.4728;637.4221;475.3722;987.5551;945.543;781.4742;637.4256;619.4249;475.3691;1077.588;1047.5737;945.5471;783.4912,,reported,,chunk_5d34a0e647f5082c359a;chunk_5c06859173503a5d31bc;chunk_3c270d61fe32c2f68993;chunk_7ecf702e80336967ad61;chunk_f52e40c7f902bbee1eb2;chunk_8369e8fb8c71ac92d255;chunk_d375d8b9cb6fec36283c;chunk_8f31654d252b89aae3ce;chunk_c6a020209a361cdc5926,candidate,Structured compound record mined from local corpus text.
cmp_208d3af52ef294,entity_208d3af52ef294bb,reported,reported,G-Rh15/isomer,,ginsenoside,,C42H70O13,782.48164231051,,,,619.425;945.5478;927.5359;457.3386;637.414;457.3872;619.4225;457.3858;457.3735,,reported,,chunk_5d34a0e647f5082c359a;chunk_a7fb24043ee286556c3f;chunk_07158b980709b4d03d0d;chunk_b059d669579984e37eaa;chunk_847e64c2141283d47d65,candidate,Structured compound record mined from local corpus text.
cmp_2ae3c2da996f27,entity_2ae3c2da996f272d,reported,reported,Rs1/isomer,,ginsenoside,,C50H84O19,988.5606804791499,,,,799.4704;637.4245;781.4879;637.4303;841.4994;799.5353,,reported,,chunk_3ae272b5f4ad5f5588d4;chunk_5c06859173503a5d31bc;chunk_51982da1a04a240f3299,candidate,Structured compound record mined from local corpus text.
cmp_06141030d1292e,entity_06141030d1292ecd,reported,reported,mRd isomer,,ginsenoside,,C51H84O21,1032.55050971829,,,,637.4381;475.3786;653.4314;799.4965;637.4275;475.3859;653.4293;799.4866;637.4181;475.3799,,reported,,chunk_3766ed9524e52b387614;chunk_366c1449be21d105cbc0;chunk_147b2c6a8f28383b8529,candidate,Structured compound record mined from local corpus text.
cmp_df43eb72b24410,entity_df43eb72b24410a6,reported,reported,mRg1,,ginsenoside,,C45H74O17,886.49260091771,,,,637.4336;619.4224;475.3784;961.5497;799.4793;637.4317;475.3839;799.4859;637.4293;637.4325;619.4209;475.392;799.4834;781.4688;619.4206;475.378;653.4208;781.4785;637.435;475.3668;783.4912;765.4817,,reported,,chunk_0fddf779153759adc5a0;chunk_b54e93f8e0d7cf6f249e;chunk_3c270d61fe32c2f68993;chunk_2e830dfc5f37d7d1c143;chunk_147b2c6a8f28383b8529,candidate,Structured compound record mined from local corpus text.
cmp_6bf819210e7674,entity_6bf819210e767464,reported,reported,Notoginsenoside Fh7 isomer,,ginsenoside,,C54H92O24,1124.59785383484,,,,961.5497;799.4793;637.4076;475.3864;961.5277;799.4742;637.4282;475.3876;961.5364;799.4912;637.4347;475.3801,,reported,,chunk_0fddf779153759adc5a0;chunk_acc6e934be5d2cae972b;chunk_c598585d5eb2d1b6bf8c,candidate,Structured compound record mined from local corpus text.
cmp_7c305d4b499316,entity_7c305d4b4993165b,reported,reported,Rg1 isomer,,ginsenoside,,C42H72O14,800.49220699454,,,,637.4325;475.3799;799.4873;637.4582;841.4993;637.433;475.383;987.5567;945.5432;475.3758;783.4906;621.4374;475.3769;799.4912;679.443,,reported,,chunk_b54e93f8e0d7cf6f249e;chunk_a7fb24043ee286556c3f;chunk_038ab525f53d5cab987f;chunk_a6578995c2a5580fef2e;chunk_f34f6ea452d17a60d2c0;chunk_c6a020209a361cdc5926,candidate,Structured compound record mined from local corpus text.
cmp_9d309a280f8653,entity_9d309a280f86530f,reported,reported,Re1 isomer,,ginsenoside,,C48H82O19,962.54503041469,,,,475.3553;815.4781;637.4334;475.378;475.3792;679.4396;619.4113;637.4469;475.3603,,reported,,chunk_397e7cef57a0f3241565;chunk_4b6e771e1f0214266e3e;chunk_6a3d86d6f67cd2f2aa4b;chunk_9268bf6887017374787a,candidate,Structured compound record mined from local corpus text.
cmp_b7fd69ca9d7fe2,entity_b7fd69ca9d7fe24d,reported,reported,Vinaginsenoside R6 isomer,,ginsenoside,,C47H80O19,948.52938035023,,,,491.3935,,reported,,chunk_397e7cef57a0f3241565,candidate,Structured compound record mined from local corpus text.
cmp_294615afac94ec,entity_294615afac94ec45,reported,reported,20(S)- Rf3 isomer,,ginsenoside,,C42H74O15,818.50277167857,,,,655.4273;493.3653,,reported,,chunk_397e7cef57a0f3241565,candidate,Structured compound record mined from local corpus text.
cmp_daa7f69c9c14d3,entity_daa7f69c9c14d3bb,reported,reported,M-R2/isomer,,ginsenoside,,C41H70O14,786.47655693008,,,,491.3778;961.5383;635.4084;491.3704;491.3841;491.385,,reported,,chunk_91f00c4cf64b08e38be4;chunk_830bcd489bd464af970b;chunk_1695dc622f72418c91cb;chunk_9268bf6887017374787a,candidate,Structured compound record mined from local corpus text.
cmp_e566e87fdb57dd,entity_e566e87fdb57dd63,reported,reported,20S-sanchirhinosides A6 isomer,,ginsenoside,,C53H90O23,1094.58728915081,,,,637.4307;637.4243;799.491,,reported,,chunk_91f00c4cf64b08e38be4;chunk_7755fcf89cc5ec00d804;chunk_84cdcf85468c773b790a,candidate,Structured compound record mined from local corpus text.
cmp_3767a03f550daf,entity_3767a03f550daf00,reported,reported,tetrahydroxydammArane-6-O-β-D-Xylopyranosyl-glucopyranoside isomer,,ginsenoside,,C41H72O14,788.49220699454,,,,655.4474;493.392,,reported,,chunk_9cfd0596a65b642ad612,candidate,Structured compound record mined from local corpus text.
cmp_8be63c29ef8b44,entity_8be63c29ef8b44ca,reported,reported,20-glu-G-Rf,,ginsenoside,,C48H82O19,962.54503041469,,,,799.4894,,reported,,chunk_4b6e771e1f0214266e3e,candidate,Structured compound record mined from local corpus text.
